annotation;brand;brand_known;dia;diameter;et;holes;img;img_full;link;model;name_product;pcd;price;retail_price;retail_price_one;seller;title;title_short;type;width
"8.5x17"", 5x114.30, ET25";Work;WORK;0.0;17;25;5;https://static.baza.farpost.ru/drom/1509731002926_bulletin;https://static.baza.farpost.ru/drom/1509731002926_default;https://baza.drom.ru/vladivostok/wheel/disc/sale-novye-js-406-work-meister-r17-406-0001-58652753.html;JS 406  Meister;"8.5x17"", 5x114.3, ET25, WORK JS 406  Meister ";114.3;22900;27900;6975;WorldWheels;SALE! Новые! JS 406 Work Meister R17 (406-0001);JS 406 Work Meister;Литой;8.5
"9.5/10.5x18"", 5x120.00, ET22/15";Enkei;ENKEI;0.0;18;15;5;https://static.baza.farpost.ru/drom/1524927165874_bulletin;https://static.baza.farpost.ru/drom/1524927165874_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-102-gunmetal-r18-102-0001-0002-55765014.html;JS 102;"10.5x18"", 5x120.0, ET15, ENKEI JS 102 ";120.0;31900;36900;9225;WorldWheels;Новые! Разноширокие JS 102 Gunmetal R18 (102-0001/0002);JS 102 (gunmetal);Литой;10.5
"9.5/10.5x18"", 5x120.00, ET22/15";Enkei;ENKEI;0.0;18;15;5;https://static.baza.farpost.ru/drom/1524927165874_bulletin;https://static.baza.farpost.ru/drom/1524927165874_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-102-gunmetal-r18-102-0001-0002-55765014.html;JS 102;"10.5x18"", 5x120.0, ET15, ENKEI JS 102 ";120.0;31900;36900;9225;WorldWheels;Новые! Разноширокие JS 102 Gunmetal R18 (102-0001/0002);JS 102 (gunmetal);Литой;10.5
"9.5/10.5x18"", 5x120.00, ET22/15";Enkei;ENKEI;0.0;18;15;5;https://static.baza.farpost.ru/drom/1524927165874_bulletin;https://static.baza.farpost.ru/drom/1524927165874_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-102-gunmetal-r18-102-0001-0002-55765014.html;JS 102;"10.5x18"", 5x120.0, ET15, ENKEI JS 102 ";120.0;31900;36900;9225;WorldWheels;Новые! Разноширокие JS 102 Gunmetal R18 (102-0001/0002);JS 102 (gunmetal);Литой;10.5
"9.5/10.5x18"", 5x120.00, ET22/15";Enkei;ENKEI;0.0;18;15;5;https://static.baza.farpost.ru/drom/1524927165874_bulletin;https://static.baza.farpost.ru/drom/1524927165874_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-102-gunmetal-r18-102-0001-0002-55765014.html;JS 102;"10.5x18"", 5x120.0, ET15, ENKEI JS 102 ";120.0;31900;36900;9225;WorldWheels;Новые! Разноширокие JS 102 Gunmetal R18 (102-0001/0002);JS 102 (gunmetal);Литой;10.5
"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";Advan Racing RGIII;ADVAN;73.1;18;30;5;https://static.baza.farpost.ru/drom/1528375043375_bulletin;https://static.baza.farpost.ru/drom/1528375043375_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0002-63986653.html;JS 106  RG3;"9.5x18"", 5x114.3, ET30, ЦО73.1 ADVAN JS 106  RG3 ";114.3;27900;32900;8225;WorldWheels;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0002);JS 106 Advan RG3 (насыщенный) (диповые);Литой;9.5
"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";Advan Racing RGIII;ADVAN;73.1;18;30;5;https://static.baza.farpost.ru/drom/1528375043375_bulletin;https://static.baza.farpost.ru/drom/1528375043375_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0002-63986653.html;JS 106  RG3;"9.5x18"", 5x114.3, ET30, ЦО73.1 ADVAN JS 106  RG3 ";114.3;27900;32900;8225;WorldWheels;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0002);JS 106 Advan RG3 (насыщенный) (диповые);Литой;9.5
"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";Advan Racing RGIII;ADVAN;73.1;18;35;5;https://static.baza.farpost.ru/drom/1528375024563_bulletin;https://static.baza.farpost.ru/drom/1528375024563_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0001-63986635.html;JS 106  RG3;"8.5x18"", 5x114.3, ET35, ЦО73.1 ADVAN JS 106  RG3 ";114.3;27900;32900;8225;WorldWheels;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0001);JS 106 Advan RG3 (насыщенный) (диповые);Литой;8.5
"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";Advan Racing RGIII;ADVAN;73.1;18;35;5;https://static.baza.farpost.ru/drom/1528375024563_bulletin;https://static.baza.farpost.ru/drom/1528375024563_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0001-63986635.html;JS 106  RG3;"8.5x18"", 5x114.3, ET35, ЦО73.1 ADVAN JS 106  RG3 ";114.3;27900;32900;8225;WorldWheels;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0001);JS 106 Advan RG3 (насыщенный) (диповые);Литой;8.5
"7.0x16"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";Advan Racing RGII;ADVAN;73.1;16;40;4;https://static.baza.farpost.ru/drom/1528378739278_bulletin;https://static.baza.farpost.ru/drom/1528378739278_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg2-gold-r16-106-0021-63986531.html;JS 106  RG2;"7.0x16"", 4x114.3, ET40, ЦО73.1 ADVAN JS 106  RG2 ";114.3;19900;24900;6225;WorldWheels;Новые! Диповые JS 106 Advan RG2 Gold R16 (106-0021);JS 106 Advan RG2 (золотые) (диповые);Литой;7.0
"7.0x16"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";Advan Racing RGII;ADVAN;73.1;16;40;4;https://static.baza.farpost.ru/drom/1528378739278_bulletin;https://static.baza.farpost.ru/drom/1528378739278_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg2-gold-r16-106-0021-63986531.html;JS 106  RG2;"7.0x16"", 4x114.3, ET40, ЦО73.1 ADVAN JS 106  RG2 ";114.3;19900;24900;6225;WorldWheels;Новые! Диповые JS 106 Advan RG2 Gold R16 (106-0021);JS 106 Advan RG2 (золотые) (диповые);Литой;7.0
"8.0x16"", 4x100.00, 4x114.30, ET28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528647204325_bulletin;https://static.baza.farpost.ru/drom/1528647204325_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-0006-r-64117851.html;TE37;"8.0x16"", 4x114.3, ET28, ЦО73.1 VOLK TE37 ";114.3;21900;26900;6725;WorldWheels;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-0006 R);Volk Racing TE37 (диповые);Литой;8.0
"8.0x16"", 4x100.00, 4x114.30, ET28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528647204325_bulletin;https://static.baza.farpost.ru/drom/1528647204325_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-0006-r-64117851.html;TE37;"8.0x16"", 4x114.3, ET28, ЦО73.1 VOLK TE37 ";114.3;21900;26900;6725;WorldWheels;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-0006 R);Volk Racing TE37 (диповые);Литой;8.0
"8.0x18"", 5x100.00, 5x112.00, ET38, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;38;5;https://static.baza.farpost.ru/drom/1492945827585_bulletin;https://static.baza.farpost.ru/drom/1492945827585_default;https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-work-emotion-cr-kai-r18-904-0003-53646721.html;Emotion CR-Kai;"8.0x18"", 5x112.0, ET38, ЦО73.1 WORK Emotion CR-Kai ";112.0;8000;13000;3250;WorldWheels;ПАРА новых дисков Work Emotion CR-Kai R18 (904-0003);Work Emotion CR-Kai;Литой;8.0
"8.0x18"", 5x100.00, 5x112.00, ET38, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;38;5;https://static.baza.farpost.ru/drom/1492945827585_bulletin;https://static.baza.farpost.ru/drom/1492945827585_default;https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-work-emotion-cr-kai-r18-904-0003-53646721.html;Emotion CR-Kai;"8.0x18"", 5x112.0, ET38, ЦО73.1 WORK Emotion CR-Kai ";112.0;8000;13000;3250;WorldWheels;ПАРА новых дисков Work Emotion CR-Kai R18 (904-0003);Work Emotion CR-Kai;Литой;8.0
"9.5/10.5x18"", 5x114.30, ET38/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576842833_bulletin;https://static.baza.farpost.ru/drom/1531576842833_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8925-8001-64488153.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET38/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576842833_bulletin;https://static.baza.farpost.ru/drom/1531576842833_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8925-8001-64488153.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET38/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576842833_bulletin;https://static.baza.farpost.ru/drom/1531576842833_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8925-8001-64488153.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET38/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576842833_bulletin;https://static.baza.farpost.ru/drom/1531576842833_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8925-8001-64488153.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET30/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576915511_bulletin;https://static.baza.farpost.ru/drom/1531576915511_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8926-8001-64488149.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET30/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576915511_bulletin;https://static.baza.farpost.ru/drom/1531576915511_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8926-8001-64488149.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET30/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576915511_bulletin;https://static.baza.farpost.ru/drom/1531576915511_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8926-8001-64488149.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET30/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576915511_bulletin;https://static.baza.farpost.ru/drom/1531576915511_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8926-8001-64488149.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET12/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576926870_bulletin;https://static.baza.farpost.ru/drom/1531576926870_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8928-8001-64488144.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET12/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576926870_bulletin;https://static.baza.farpost.ru/drom/1531576926870_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8928-8001-64488144.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET12/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576926870_bulletin;https://static.baza.farpost.ru/drom/1531576926870_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8928-8001-64488144.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET12/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576926870_bulletin;https://static.baza.farpost.ru/drom/1531576926870_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8928-8001-64488144.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576938506_bulletin;https://static.baza.farpost.ru/drom/1531576938506_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8927-8001-64488125.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576938506_bulletin;https://static.baza.farpost.ru/drom/1531576938506_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8927-8001-64488125.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576938506_bulletin;https://static.baza.farpost.ru/drom/1531576938506_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8927-8001-64488125.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531576938506_bulletin;https://static.baza.farpost.ru/drom/1531576938506_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8927-8001-64488125.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);JS 107 Work T7R (насыщенный);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577159581_bulletin;https://static.baza.farpost.ru/drom/1531577159581_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8924-8003-64488112.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);JS 107 Work T7R (бронза);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577159581_bulletin;https://static.baza.farpost.ru/drom/1531577159581_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8924-8003-64488112.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);JS 107 Work T7R (бронза);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577159581_bulletin;https://static.baza.farpost.ru/drom/1531577159581_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8924-8003-64488112.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);JS 107 Work T7R (бронза);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577159581_bulletin;https://static.baza.farpost.ru/drom/1531577159581_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8924-8003-64488112.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);JS 107 Work T7R (бронза);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577213450_bulletin;https://static.baza.farpost.ru/drom/1531577213450_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-white-work-t7r-r18-107-8921-8002-64488083.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 White Work T7R R18 (107-8921/8002);JS 107 Work T7R (белые);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577213450_bulletin;https://static.baza.farpost.ru/drom/1531577213450_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-white-work-t7r-r18-107-8921-8002-64488083.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 White Work T7R R18 (107-8921/8002);JS 107 Work T7R (белые);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577213450_bulletin;https://static.baza.farpost.ru/drom/1531577213450_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-white-work-t7r-r18-107-8921-8002-64488083.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 White Work T7R R18 (107-8921/8002);JS 107 Work T7R (белые);Литой;10.5
"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм.";Work Emotion;WORK;73.1;18;22;5;https://static.baza.farpost.ru/drom/1531577213450_bulletin;https://static.baza.farpost.ru/drom/1531577213450_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-white-work-t7r-r18-107-8921-8002-64488083.html;JS 107  T7R;"10.5x18"", 5x114.3, ET22, ЦО73.1 WORK JS 107  T7R ";114.3;28900;33900;8475;WorldWheels;Новые! Разноширокие JS 107 White Work T7R R18 (107-8921/8002);JS 107 Work T7R (белые);Литой;10.5
